WEBSITE,USERNAME,LOCATION,ADDRESS,BIG_3_LOCATION,SCORE,DATE,USER_URL,USER_LOCATION,USER_REVIEW_COUNT,USER_FRIEND_COUNT,USER_USEFUL_COUNT,USER_FUNNY_COUNT,USER_COOL_COUNT,USER_COMPLIMENT_COUNT,JOINED,CONTET
"YELP","Nicole H.","ox-and-stone-rochester-3","282 Alexander St, Rochester, NY 14607","East End","5.0","2014-12-02","http://www.yelp.com/user_details?userid=u8SEG4DyTt0Nuku3XwyX9w","Fairport, NY","24","64","25","6","7","6","July 2011","Great space! Drinks are amazing! Try their Moscow mule or have them make you a Manhattan with their own flair. Punch with friends is huge and they custom make it to your liquor preference. Guacamole and chips is fabulous. Still have yet to have a full meal here but the tacos and oxtail anything is amazing!"
"YELP","Shawn P.","ox-and-stone-rochester-3","282 Alexander St, Rochester, NY 14607","East End","4.0","2014-10-02","http://www.yelp.com/user_details?userid=1IBeQrBmmRdbbcV9-o64Ig","Fairport, NY","3","5","0","0","0","0","Unknown","Steak was cooked to perfection. Guacamole was awesome. Fish tacos were really good. Great service and ambiance. Drinks were yummy but could have been larger. A great addition to the East End. A good date place."
"YELP","Namthip X.","ox-and-stone-rochester-3","282 Alexander St, Rochester, NY 14607","East End","4.0","2014-09-11","http://www.yelp.com/user_details?userid=Dv4knp7qBf9aagTPtN0jXg","Rochester, NY","16","43","23","20","13","3","December 2012","I&#39;ve been here several times already.  The food is consistently delicious! My favorite dish is the Braised Oxtail with the house noodles, I could probably eat it everyday.  The guacomole is excellent and same goes for Enchiladas.  Meals were presented well and the atmosphere was nice, but relaxed- not too uppity.  Service is a little slow -but the meal was worth it."
"YELP","Liliya P.","ox-and-stone-rochester-3","282 Alexander St, Rochester, NY 14607","East End","4.0","2014-11-17","http://www.yelp.com/user_details?userid=xsN4zNEZ7UrpDPNAcSqQow","Rochester, NY","3","3","0","0","0","0","Unknown","My husband, my best friend and I went here on a Thursday night. It was super busy, but the host was willing to look for options for us and found us a high top table to sit at. The stools were pretty comfy for stools, only issue was it was in a high traffic area, but still ended up being OK because the restaurant is laid out well inside.  Atmosphere is good, trendy and loud, wide variety of people eating including families with older/adult children, couples, and a couple of birthday parties. The ceiling is arched (vaulted?) and thus the acoustics can be such that a person two tables away will sound like they are talking in your ear. Not a deal breaker for us, since we were chatting loudly anyway, but just keep that in mind. The drinks were fantastic. Over the course of the night we ordered a pisco sour, a hemingway, a yankee leaper and a night at the movies. All were really good and fairly priced for the quality of alcohol in them (of course keep in mind that these are cocktails at a trendy place and so are ~$7-9 each).  For starters, we tried the empanadas, crickets, and pig ears. Delicious. I was the only one who was brave enough to eat the crickets, but I liked them! Nutty! Our waitress was very chill and fairly attentive for how busy she was.  For main course, I ordered the pozole (AMAZING) and the Jamon sandiwch (EQUALLY AMAZING), my husband ordered two tacos (per him, they were &#34;totally worth the $5 charge&#34;, and he&#39;s a pretty frugal guy), and my friend ordered the choripan which was also very delicious and a nice portion. Of course we ordered dessert and as a result the bill was astronomical. But it was very much worth it and is very much worth a special occasion or a cocktail and tapas night. I prefer it to Good Luck, which has a snootier clientele."
"YELP","Jeff N.","ox-and-stone-rochester-3","282 Alexander St, Rochester, NY 14607","East End","4.0","2014-11-15","http://www.yelp.com/user_details?userid=3QFaiiJz5JyKcuejOayr5A","Carlsbad, San Diego, CA","4","0","5","0","0","0","Unknown","I came here with a group on a Friday night and the vibe was awesome! Great spot for a date or a group. The menu is exceptional for east coast Mexican. I had the el pastor tacos and they were amazing! Their house salsa is really good on the tacos, or anything really. My only complaint is that they don&#39;t always have the salsa!! Can&#39;t go wrong with this spot."
"YELP","Suzette M.","ox-and-stone-rochester-3","282 Alexander St, Rochester, NY 14607","East End","2.0","2014-12-02","http://www.yelp.com/user_details?userid=P6JN8Ap3IZpJxba2e7u7VQ","Rochester, NY","10","0","6","4","2","0","Unknown","I went there in July, not long long after it opened and thought the food was fantastic but that they had kinks to work out.  The service was slow, they were out of two of the wines that we ordered, things like that.  Nothing outrageous for a brand new restaurant.<br>Last night I went back with some friends expecting the kinks to be worked out and the food to still be amazing.  I am sad to say that the service was not great and neither was the food.  The crispy pig ears were anything but crispy, the tacos were cold and the service was ill timed and awkward.  <br>I don&#39;t think I&#39;ll go back but if you do, get the chips and guac, they&#39;re good.."
"YELP","Andrew T.","ox-and-stone-rochester-3","282 Alexander St, Rochester, NY 14607","East End","3.0","2014-08-08","http://www.yelp.com/user_details?userid=9kZrW2rpmOtu5RLfwhN33Q","Rochester, NY","6","2","3","0","0","0","Unknown","I&#39;d have to say 3.5 stars and it was mostly related to service and cost. While our waiter was clearly inexperienced (Delivered food to the wrong table, never checked on us during the meal, took 10 minutes to bring the check with only 6 tables in the restaurant) our drinks ran long as well with 2 bartenders. The waiter also could not tell me the difference between traditional, verde and the mole sauce for the enchiladas, other than the color of course. That being said I have no complaints about the food, the enchiladas were good and the beans were AMAZING (slightly spicy but I prefer that). The tortillas were light and crispy and the meal was quite filling. There were many choices for tacos and we chose the chicken. When it arrived you could tell everything was fresh and it was delicious also. The only complaint was that it was the same price as the enchiladas and it was only for 2 tacos. While my enchiladas came with rice/beans and was filling, 12 dollars for 2 tacos seems a bit overpriced. Adding another taco or perhaps some chips and with salsa on the side.  The ambiance was very nice and although it was not packed it was slightly echoing. Despite the echo&#39;s we did not have to shout to each other but we could hear most conversations.  All said and done I would go back, especially once they expand their menu and if they add a 3rd taco I would make sure I try all 12 varieties"
"YELP","Gretchen S.","ox-and-stone-rochester-3","282 Alexander St, Rochester, NY 14607","East End","4.0","2014-10-21","http://www.yelp.com/user_details?userid=ebkvb3Ay_wlNPmHYHgcNAw","Rochester, NY","7","1","0","0","0","0","Unknown","Fun place with nice ambiance. The food was delicious and reasonably priced. The cocktails were a little pricey, but they were nicely sized and unique. The only complaint was the amount of guacamole served was a little too small--we had a ton of chips (which were delicious) but a very small amount of guacamole."
"YELP","Lisa S.","ox-and-stone-rochester-3","282 Alexander St, Rochester, NY 14607","East End","3.0","2014-08-16","http://www.yelp.com/user_details?userid=CXV85zwIeNHScckIw2JpAw","Rochester, NY","10","1","13","4","2","0","Unknown","Went here for lunch. Very small menu, however everything was homemade, you could tell. I got the fish tacos. They were $12 for literally 2 small tacos. No sort of side, sour cream, salsa etc...nothing at all. Just 2 tacos. That was too much $$ for that, in my opinion. Also had the Guac and Chips and this was FANTASTIC. It was $6 and you get a pile of HOMEMADE spicy chips, with a small ramekin of guac. It was good, worth the $6. <br>The ambiance is just like it was when it was Bamba. It&#39;s cozy and warm. But we were here on a hot summer day so the cozy and warm feeling was all wrong. I would save this place for a visit on a fall/winter day and not summer. It&#39;s too dark and very little natural light in there for a nice summer day. Also the patio wasn&#39;t open. <br>Probably wont be back, but I wish them luck!"
"YELP","David T.","ox-and-stone-rochester-3","282 Alexander St, Rochester, NY 14607","East End","4.0","2014-08-18","http://www.yelp.com/user_details?userid=TXtJQMApzhXE4RDo3z2v7g","Rochester, NY","26","40","18","6","8","2","July 2014","The most intriguing element about Ox and Stone would certainly be the decor.  There was a certain darkness and mystery about the bar area as you first walk in and the round archways and spidery architecture of the restaurant added a certain ambience reminiscent of an underground medieval tavern.<br>That being said, I found the menu to be lacking in selection compared to other Mexican or Latin restaurants and was primarily focused on several varieties of tacos.  Unfortunately they were out of pig ears so we settled for what they claimed to be the most popular item on their menu... Fried crickets!  It was definitely my first time willfully eating an insect, but getting past the mental aspect I found it to be very flavorful---though I limited my consumption to just one cricket.  Additionally, their barbacoa sliders were excellent and their mussels good but forgettable.  There was a good variety of tacos, but I felt the price point was too high for just two with no additional sides.  The oxtail entree was quite delicious in sauce over a bed of egg noodles, though I would like to have seen more meat.  Drinks were well crafted but nothing amazing, short of a giant crystal bowl of sangria for four we shared for a mere $25.  I will definitely give this place another try in the near future, but not a place I plan on frequenting."
"YELP","Kylie B.","ox-and-stone-rochester-3","282 Alexander St, Rochester, NY 14607","East End","5.0","2014-08-21","http://www.yelp.com/user_details?userid=AX77orc7Yron8Kb8xTZLmQ","Rochester, NY","8","2","20","4","7","0","Unknown","We had a private party at Ox and Stone on a Saturday night after stopping in several times for their excellent drinks.  The owner, bartenders, and wait staff were all extremely attentive to our needs and helped us have an amazing evening.  If you&#39;re looking for a place to hold a private event, stop in for a stiff evening drink, or try a new twist on latin food (no tex mex here), then I&#39;d definitely suggest Ox and Stone.  Can&#39;t wait to return!"
"YELP","Michael L.","ox-and-stone-rochester-3","282 Alexander St, Rochester, NY 14607","East End","3.0","2015-02-15","http://www.yelp.com/user_details?userid=P8sSRbke6O5GfylkjBLnVg","Rochester, NY","11","0","19","9","3","0","Unknown","Great place to stop for a drink. The food is fine,but not great. Good service,but very noisy when it is busy. Give it a try and see what you think."
"YELP","Kathleen W.","ox-and-stone-rochester-3","282 Alexander St, Rochester, NY 14607","East End","5.0","2014-08-19","http://www.yelp.com/user_details?userid=qNntfl38Wmbrzm7pf7tY_g","Ionia, NY","1","0","0","0","0","0","Unknown","Wonderful meal with friends at the new Ox and Stone in Rochester.   The guacamole is delicious, both traditional and jambon.  My mahi mahi, aka dorado, was moist, steaming atop a bed of Arroz con crema.  Service was excellent,  but not overbearing.  Looking forward to tasting more of this unique new menu."
"YELP","Jeffrey D.","ox-and-stone-rochester-3","282 Alexander St, Rochester, NY 14607","East End","1.0","2015-01-09","http://www.yelp.com/user_details?userid=XnJ2vAL2BIMckbYw1LEbBA","Rochester, NY","2","0","1","2","0","0","Unknown","Not a huge fan of bad reviews on Yelp...for many reasons, including biased competitors, amateur foodies, and spite.  But the Mrs. and I just had one of the worst meals we have ever had at Ox and Stone, and it would not be fair to not share our opinion with hard working, potential customers, who can choose to spend their money at many great restaurants.  Our Tapas were passable.  Our main courses were, as painful as it sounds, worse than many fast food and/or microwave dinners.<br>I am not going to waste anyones time going into specific details, no need to elaborate, not worth it.<br>The space at Ox and Stone is beautiful, an excellent atmosphere.  Unfortunately the food is not deserving of it.<br>We enjoyed the cocktails.  (Always end on a postive...)<br>And I feel very bad posting anything negative about a business, but I also feel very bad about spending money there, and want to warn people not to expect anything decent despite the beautiful space.<br>Eat at your own risk."
"YELP","Ashley L.","ox-and-stone-rochester-3","282 Alexander St, Rochester, NY 14607","East End","4.0","2014-12-16","http://www.yelp.com/user_details?userid=7ztAjvMS3BXfr0pSpV-AUA","Bernards, NJ","72","30","31","14","7","3","November 2014","I love this place! I mean, they have crickets for gods sake, if that doesn&#39;t make you think it&#39;s a good place to check out I don&#39;t know what&#39;s wrong wit you. The first time I came here for dinner, we got the oxtail croquettes and the guacamole as appetizers. Wow - the guacamole was amazing, the chips they give aren&#39;t regular chips, they&#39;re like these fried pita chips that are light and feathery, and dusted with spices like cumin, salt, and pepper. The oxtail croquettes were good too, but in comparison to the great spices on the chips, it was a little bland. Could do with a sauce with a Pop. I got the chicken mole with high hopes, but was disappointed. But, to be fair, I have really high standards when it comes to chicken mole so I won&#39;t hold it against them. One of my companions got the fajitas and they were great, and my other companion got tacos which were also great. I&#39;ve been back a few times with friends for drinks. The drinks are good, and the bartender Kevin is nice, but all the drinks taste very strongly of alcohol, even the &#34;fruity&#34; ones"
"YELP","Anna S.","ox-and-stone-rochester-3","282 Alexander St, Rochester, NY 14607","East End","5.0","2014-11-08","http://www.yelp.com/user_details?userid=TC3zWTN_vsZaziaVASwqmg","Rochester, NY","1","0","0","0","0","0","Unknown","Ok. So we decided to try this place for drinks. P.h.e.n.o.m.i.n.a.l. Alex was our bar tender and he rocks. We had a friend from Peru who made us Pisco Sours that were legitimate, but our Peruvian friend has nothing on Alex. We had the Pisco Sour, Blood and Sand, Hemingway (love the drink as much as I love the author), Margarita, and Caipirinha. SO good. We spoke with the owner who is super personable and excited about this place, and rightly so! Next time we&#39;re coming back for the food! Yum!"
"YELP","Melissa P.","ox-and-stone-rochester-3","282 Alexander St, Rochester, NY 14607","East End","2.0","2014-11-18","http://www.yelp.com/user_details?userid=k0fLzx8nF_IDy1ONTHGrKQ","Eastside, Buffalo, NY","2","0","0","0","0","0","Unknown","Our waitress seemed really overwhelmed with too many tables and forgot to bring us our appetizers. We had to ask and they were brought out immediately. A half hour later our entrees were brought out, I got the chicken enchilada with rice and beans. I have never had to do this in my life, but my food was so cold, I had to ask to have it reheated. It was slightly warmer and edible after that. Nothing really had memorable flavor.  That being said, we did the &#34;punch bowl&#34; and asked for something close to a margarita, and we were impressed with the bartender&#39;s skills.  Overall, I&#39;d drink here, but not eat."
"YELP","Philip M.","ox-and-stone-rochester-3","282 Alexander St, Rochester, NY 14607","East End","5.0","2014-08-26","http://www.yelp.com/user_details?userid=a-N_SiohMBpYT9gXMuq1Xw","Berwyn, PA","11","0","10","1","3","0","Unknown","Wow... Was in Rochester for first time ..from Philadelphia.  Found this place on Yelp.  Wow wow wow .   Warm hand made tortilla chips, Duck Chile Relleno, crazy good drinks very cool setting.   Maybe one of best Mexican restaurants Ive ever been to ( ive traveled to mexico, multiple times).  Just simply great"
"YELP","Sylvia A.","ox-and-stone-rochester-3","282 Alexander St, Rochester, NY 14607","East End","1.0","2014-11-02","http://www.yelp.com/user_details?userid=F_fn7bOMipB2XcNi8xiO3A","Rochester, NY","3","1","0","0","0","0","Unknown","I was very unhappy with my meal.  The empanadas were marginal.  The carne asada tacos were very gamey. So much so that I couldn&#39;t even finish the first bite. The chips were good and the people were very nice that worked there....but unfortunately I will not return as my husband didn&#39;t even like the shrimp tacos."
"YELP","Mary Kay G.","ox-and-stone-rochester-3","282 Alexander St, Rochester, NY 14607","East End","3.0","2014-10-26","http://www.yelp.com/user_details?userid=sEGZ5JpueES6kO-ap466Ig","Rochester, NY","1","0","0","0","0","0","Unknown","My husband and I went here last night,excited for a new dining experience. We were greeted graciously and enthusiastically by the hostess who could not have been nicer or more cordial.Decided to have a cocktail at the bar,thank goodness. Kevin and the bar back Nick were wonderful. Kevin made us two wonderful drinks, guided us on menu choices and helped us decide on a wine for dinner. Our meal was wonderful. I had the braised oxtail and my husband had shrimp tacos.  We also had an order of calamari which was very tender and flavorful.  You&#39;re probably wondering why I only gave a 3 star rating. Well our waiter was so uppity and impersonal that if we hadn&#39;t stopped at the bar first this would have been a horrible experience. He put a damper on what started out as a wonderful night. Luckily we did not need him to enjoy our wonderful meal. If we go back, which I think we will, we will ask for a different server, if he is assigned to us."
"YELP","Michael G.","ox-and-stone-rochester-3","282 Alexander St, Rochester, NY 14607","East End","5.0","2014-09-09","http://www.yelp.com/user_details?userid=W8ZF9xz6NR7R5fgp1HJRxw","Rochester, NY","1","0","1","0","0","0","Unknown","Went for drinks with some friends on a Friday night. Great atmosphere and excellent cocktails. Had the &#34;Yankee leaper&#34; and would certainly recommend it if you enjoy rum."
"YELP","Jay M.","ox-and-stone-rochester-3","282 Alexander St, Rochester, NY 14607","East End","2.0","2015-01-12","http://www.yelp.com/user_details?userid=gat3tuoDaIyFKEVmKj5Tgg","Rochester, NY","6","0","2","4","0","0","Unknown","My wife and I were here a week ago for dinner on a Wednesday night. We chose a week night expecting better service but that was not the case. The host promptly met us and seated up. We were seated with waters and silverware and told a server would be with us shortly. We waited almost 20 MINUTES before being acknowledged (we were 30 seconds from walking out the door). Our server took our drink order and 15 minutes later returned to our table. We placed our food order and they returned with our meals 10 minutes later. I ordered and enchilada and my wife ordered 2 tacos. I felt like I got a meal and she got an appetizer sized portion.  The menu states Tacos which is plural and means more than 1. It should say Taco portion size 1 for $5. As others have said our server had zero personality and I felt like I was inconveniencing her by dining there. I generally give a new place a few months to work the kinks out of a new operation.  I was excited to try this place but will never return."
"YELP","Sarah S.","ox-and-stone-rochester-3","282 Alexander St, Rochester, NY 14607","East End","5.0","2014-09-16","http://www.yelp.com/user_details?userid=J5y9-Z-TILpnJcCqd4K_8A","Rochester, NY","6","0","1","0","0","0","Unknown","This place is unbelievable! The building itself feels like a castle and the decor inside lives up to that as well. It is so romantic feeling with warm lighting and a gorgeous bar that doesn&#39;t feel cramped, even though it was pretty full. Fantastic rendition of modern-meets-authentic-Spanish cuisine. Tried the &#34;punch with friends&#34; which is served in a huge silver antique punch bowl with mini goblets for drinking. It was delicious and the server made sure to include in it a couple of our favorite spirits that we told him we liked (St. Germain and cachaca). My friends and I shared a bunch of tacos-- shrimp, rajas poblanos (spelling?), rotisserie chicken, and baja fish. The baja fish and shrimp were TO DIE FOR-- trifecta mix of crunchy slaw, creamy sauce, perfectly done shrimp / a great fry batter on the fish. Surprisingly also good were the rajas which didn&#39;t contain any meat but had the most delicious spicy, creamy corn. The corn tortillas are made in house and were by far the best I&#39;ve had in Rochester. We also had the guacamole with spicy flour tortilla chips that I could have had as my entire meal-- limey, salty, just so good. Our server was sweet, helpful, and attentive, despite the probable (annoying) impacts of our heavy drinking on a Friday night :) Can&#39;t wait to go back to this place! There were a lot of great sounding cocktails that I wanted to try. I plan to come back for a date night soon!"
"YELP","Megan O.","veneto-wood-fired-pizza-and-pasta-rochester","318 East Ave, Rochester, NY 14607","East End","4.0","2016-03-01","http://www.yelp.com/user_details?userid=ZjzNsJ8QWA3UQuQWEqmv0Q","Rochester, NY","8","18","9","8","3","0","Unknown","Guys, they got rid of the diner cups! Hooray for situationally appropriate glassware.  If you&#39;re a fan of cooking shows, go ahead and sit at the counter. You can snuggle up next to your boo&#39;s stool and watch the chefs at work- it&#39;s so fun to watch the pizzas go in and out of the oven."
"YELP","Michael W.","veneto-wood-fired-pizza-and-pasta-rochester","318 East Ave, Rochester, NY 14607","East End","4.0","2016-01-02","http://www.yelp.com/user_details?userid=Pi-Vl8a5yuMfWkMCzpHDCA","Rochester, NY","30","10","50","75","33","14","February 2014","I&#39;ve been here a few times and have always had a good meal and experience. I&#39;ve ordered their amazing brick oven pizza. So, this time I decided to order a special and went with the rib-eye that came with garlic smashed potatoes as the starch and the a mix of green beans and Brussels&#39; sprouts. The rib-eye was delicious and cooked a nice medium rare. The vegetables were good too. The sprouts appeared steamed or boiled and I prefer mine pan-seared, but they were good and my main focus was on the protein anyway. The meal was $27. Not too bad, but I feel like it would have been a little less expensive elsewhere. I had a few Founder&#39;s All Day IPA to wash it down. Nobody in my group ordered a pizza, which was a rarity! Everyone ordered a special or a pasta dish. I tried one of my friends penne with vodka sauce meal and I think that will be my choice next time I go. It was really, really good! We laughed about being early birds since most of my friends have kids and we were eating at 6:30. Personally, I don&#39;t eat dinner until after 8-8:30. At that time the place was about half full. and easy to get a table. However, once we were done and heading out the door at 8:00ish, the place was filled. My suggestion would be to come early or call ahead and make a reservation for a later time. Our waitress was attentive, quick to make menu suggestions, and readily refilled drinks."
"YELP","Allie R.","veneto-wood-fired-pizza-and-pasta-rochester","318 East Ave, Rochester, NY 14607","East End","5.0","2015-11-22","http://www.yelp.com/user_details?userid=1I99SkI0pUVXA9FQwIqehQ","Rochester, NY","11","4","3","1","0","0","Unknown","Really GREAT foood! The ambiance is cool, with the open kitchen right in the middle of the room.  We ordered aranchini (rice balls) for an appetizer, which were crisp and beautiful on the outside, and warm and mouth watering on the inside with lots of flavor. Also comes with a really BOMB tomato sauce.<br>For my meal I ordered the alfredo with pancetta and peas.....no words. so. good. so. rich. so creamy and delicious.  Definitely a *take home half* kind of meal because it&#39;s a rich dish.   So so so good. Also great service; could tell we had a very seasoned waitress.  She knew what she was doing and was very attentive and nice.   Also very clean.<br>Would recommend this place to everyone."
"YELP","Jessa I.","veneto-wood-fired-pizza-and-pasta-rochester","318 East Ave, Rochester, NY 14607","East End","4.0","2015-07-24","http://www.yelp.com/user_details?userid=rVFoBWjjZBnWmp8V68AhqA","Rochester, NY","106","40","163","56","71","28","October 2014","Its shocking that a lot of places do not know how to make a good wrap. Where each bite has the same flavor and you aren&#39;t just taking a bite of lettuce. This place knows how to do that and yum. I had the turkey wrap and my mother got the chicken wrap. We were both very pleased with the freshness and the assembly of the wrap. The soup of the day was beef and potato broth which was phenomenal. The beef in the soup was so tender. Totally looking forward to eating the second half of the wrap later.  Our server was very attentive and made sure everything was correct. We sat outside and enjoyed the sun. I will definitely be coming back here again."
"YELP","PJ C.","veneto-wood-fired-pizza-and-pasta-rochester","318 East Ave, Rochester, NY 14607","East End","3.0","2015-11-01","http://www.yelp.com/user_details?userid=K1rq2vtUmwxs8GWZPF8XeA","Rochester, NY","330","11","232","1855","104","29","December 2011","We used to be regulars of Veneto&#39;s especially when they had Aglio &amp; Olio on their menu - it was great but alas that is long gone. Now we might stop here once per year. In nice weather it was fun to sit outside at one of the few tables and watch the East End action.  We visited on a Sunday night following a Fringe Fest show so it was relatively empty though we had a reservation for our group of 8.  The service was fine, pretty invisible, in a good way.  I ordered the lasagna since it is one thing we don&#39;t bother to make at home.  It was pretty darn good.  The selection of beer is kind of small given most places these days have extensive menus. Not being here on a busy Friday or Saturday I did not get to see if their hosts/hostesses have gotten better at their job - in the past they were often combative and surly when it was crowded.  I hope they have hired people more skilled at dealing with the pressure."
"YELP","Emma B.","veneto-wood-fired-pizza-and-pasta-rochester","318 East Ave, Rochester, NY 14607","East End","4.0","2016-02-19","http://www.yelp.com/user_details?userid=U8JHDmdAaM57YPRrUcMMww","Henrietta, NY","39","10","37","10","12","8","February 2014","Was taken here for the first time for an anniversary over a year ago, really want to return soon because I haven&#39;t had a bad meal yet. My only complaint was how noisy the restaurant has been the couple of times I&#39;ve gone but honestly the food and service more than makes up for it. This is a great spot for a date night and being able to see the kitchen is a nice touch atmosphere-wise. Will definitely be back!"
"YELP","Breanna B.","veneto-wood-fired-pizza-and-pasta-rochester","318 East Ave, Rochester, NY 14607","East End","4.0","2014-12-14","http://www.yelp.com/user_details?userid=hj7o_BPgj-HdLAxdKqdx-w","Rochester, NY","635","1194","3237","1078","1660","1731","October 2012","You know when you go out somewhere and look forward to having leftovers for lunch the next day. Well, this is not the place to do that. Somehow, someway I finished that whole GD bowl of homemade penne!? I may deem Veneto as the beholder of my favorite penne vodka in town. The thrown hath been stolen. Hear, hear for Veneto!  When a pasta dish manages to remain light and flavorful, it&#39;s a rare feat. I couldn&#39;t stop eating it. I even stopped halfway through in an attempt to save half the dish for the next day. Nope, I couldn&#39;t resist. I even sopped up the rest of the sauce with their table bread. It&#39;s a delicious balance of cream, tomato and a subtle hint of heat to round out the dish. This may be one of those places where I&#39;ll go just for my favorite dish. They have wood fired pizzas as well so it&#39;s a good place to go with a group and get things to share.  The space is a nice upgrade to the general vibe of East End and I&#39;m glad it&#39;s survived -- Likely due to the care taken to prepare and present each dish with simply good ingredients. All in all, try the penne vodka and get back to me about how life changing it was for you. That&#39;s my Friday tip for you, ROC. Cheers (and wear stretchy pants so you can stuff yourself)!"
"YELP","Pizza L.","veneto-wood-fired-pizza-and-pasta-rochester","318 East Ave, Rochester, NY 14607","East End","4.0","2016-03-06","http://www.yelp.com/user_details?userid=Sobi7VbTWinGVA6QwKBT-w","Rochester, NY","1","0","0","0","0","0","Unknown","The food was delicious and I enjoyed the atmosphere. My only complaint was that our waitress was a bit impatient smh (maybe she was just having a rough day). Not only that but I saw some big flames in the kitchen that reminded me of hibachi and I was a tad disappointed that I could not enjoy any fried rice. The pricing was alright. P.s. The bread was room temp and the butter was cold so there was minimal spread but overall I&#39;d say it&#39;s delish"
"YELP","Sara S.","veneto-wood-fired-pizza-and-pasta-rochester","318 East Ave, Rochester, NY 14607","East End","4.0","2016-03-04","http://www.yelp.com/user_details?userid=HLia81sOZCp-ezd85sW6aQ","Rochester, NY","16","0","0","0","0","0","Unknown","Food is good but its over priced. $10 for chocolate cake? $20 for risotto? The pizzas are pricy too compared to the other places you can get brick oven. Even the salads are pricy. You can def get a good meal at Veneto but the menu is limited and doesn&#39;t change much. NYE specials were great. Way to go is usually the specials, menu is outdated and basic for the price. Good place to go for lunch with colleagues but nothing special to take a date."
"YELP","Linda A.","veneto-wood-fired-pizza-and-pasta-rochester","318 East Ave, Rochester, NY 14607","East End","5.0","2015-06-21","http://www.yelp.com/user_details?userid=MR39Vmbfr3StG-Atok3tHA","Brentwood, TN","332","90","482","172","147","189","March 2011","I wish I&#39;d known about this place on my previous 7 or 8 trips to Rochester!  This place is great!  Started with a wonderful unfiltered wheat beer (see picture below).  I ordered the Greek pizza and it too, was absolutely on point.  Thin, crispy crust...wonderful artichoke, olives, feta cheese.  I wish I had another one right now.  My two dinner companions ordered different pizzas and we all shared.  Everything was great.  The space is comfortable and I just love an open kitchen.  Go here and have some great, NON-CHAIN pizza!"
"YELP","Bruce M.","veneto-wood-fired-pizza-and-pasta-rochester","318 East Ave, Rochester, NY 14607","East End","2.0","2016-02-06","http://www.yelp.com/user_details?userid=-K7uy4yN4WxDsT2nwO8AsQ","Fairport, NY","28","0","10","1","1","0","Unknown","First off, some of the other earlier reviews mention homemade pasta. I think this has been done away with as nothing I saw on the menu mentioned it and I was unable to get the penne that I saw in the pictures. My family and I went together we had the arancini and prosciutto wraps along with some salads to start. Then for dinner I had the farfalle with vodka sauce.  Everything I ate needed seasoning besides the prosciutto wraps. They do not have fresh grated parmesan either which, for the cost of the dishes, I would expect. Olive Garden has fresh grated parmesan. The bread was cold and so was the butter. The salad needed more dressing, in my opinion. They must have changed the sauce when they did away with the homemade pastas because anyone who says Veneto has the best vodka sauce around is not well versed in the area. The waitress was very attentive and amiable, the only reason this review is not a 1-star. But the interior of the restaurant was cramped and very cold, temperature wise. I liked the décor and the view of the street. All in all there are much better Italian restaurants in Rochester. Maybe the pizza is good but I do not think I will be back to try."
"YELP","Shaina F.","veneto-wood-fired-pizza-and-pasta-rochester","318 East Ave, Rochester, NY 14607","East End","5.0","2014-10-09","http://www.yelp.com/user_details?userid=X6sWEV0Wma8b1troQAI4Ww","New York, NY","192","45","172","82","50","13","September 2013","This is the second time I&#39;ve come here and the food is just delicious and so fresh. The arancini of the day is always a hit! And the pastas and pizzas are all made fresh. We got the risotto of the day with chicken, mushrooms, spinach, roasted peppers, and a garlic cream sauce which was pretty tasty but could&#39;ve been a little more flavorful. The gnocchi with marinara as well as the gnocchi with pesto cream sauce were both amazing. My parents enjoyed both the chicken parm and the eggplant parm - they were HUGE!! Definitely shareable. All of the portions were quite generous, so I would certainly recommend sharing, especially if you are having an appetizer or pizza as well.  We didn&#39;t try dessert either time we went, but they&#39;re all homemade. I love the ambiance and look of this place - lots of exposed brick and pretty floors. They have some outdoor tables too. Love it!"
"YELP","Esmeralda P.","veneto-wood-fired-pizza-and-pasta-rochester","318 East Ave, Rochester, NY 14607","East End","4.0","2016-01-12","http://www.yelp.com/user_details?userid=C7RTquC84IK-rtigQyOADQ","Live Oak, CA","19","7","11","14","4","0","Unknown","Great service and food! We came as a party of three, and we&#39;re all treated very nicely. The food is a bit pricey, but is definitely delicious! We ordered two pizzas and risotto balls, they were great! I definitely do recommend this restaurant. It is clean and very organized."
